T,X,Y,Z,RX,RY,RZ
1333254,0.7060546875,0.05419921875,0.7001953125,-0.00244140625,0.00177001953125,-0.00018310546875
1333258,0.69580078125,0.05078125,0.68798828125,-0.0025634765625,0.00189208984375,-0.00048828125
1333263,0.71630859375,0.05419921875,0.693359375,-0.00250244140625,0.00189208984375,-0.0003662109375
1333267,0.70458984375,0.041015625,0.68701171875,-0.00244140625,0.001708984375,-0.00030517578125
1333272,0.71240234375,0.052734375,0.697265625,-0.00250244140625,0.001708984375,-0.0003662109375
1333276,0.7080078125,0.03955078125,0.69970703125,-0.0025634765625,0.002197265625,-0.00030517578125
1333281,0.71435546875,0.0546875,0.701171875,-0.002685546875,0.001708984375,-0.000244140625
1333286,0.7080078125,0.04443359375,0.6845703125,-0.00225830078125,0.0018310546875,-0.00018310546875
1333292,0.7021484375,0.046875,0.69873046875,-0.00262451171875,0.00189208984375,-0.00030517578125
1333297,0.7041015625,0.0419921875,0.68701171875,-0.00262451171875,0.00177001953125,-0.00042724609375
1333302,0.70458984375,0.04541015625,0.69287109375,-0.00262451171875,0.00177001953125,-0.00030517578125
1333306,0.71337890625,0.0390625,0.68994140625,-0.0025634765625,0.0015869140625,-0.0003662109375
1333310,0.70458984375,0.05224609375,0.71142578125,-0.002685546875,0.00201416015625,-0.00042724609375
1333315,0.70703125,0.04345703125,0.7021484375,-0.00250244140625,0.00189208984375,-0.00042724609375
1333319,0.7099609375,0.04833984375,0.69970703125,-0.00262451171875,0.00177001953125,-0.00018310546875
1333324,0.71044921875,0.052734375,0.701171875,-0.00244140625,0.00213623046875,-0.0003662109375
1333328,0.7119140625,0.05029296875,0.68017578125,-0.0025634765625,0.00152587890625,-0.0003662109375
1333332,0.7080078125,0.04638671875,0.7041015625,-0.00244140625,0.001953125,-0.0003662109375
1333336,0.701171875,0.04931640625,0.71484375,-0.00250244140625,0.00189208984375,-0.0003662109375
1333340,0.70654296875,0.0517578125,0.69482421875,-0.00250244140625,0.00189208984375,-0.0003662109375
1333344,0.70458984375,0.04248046875,0.69140625,-0.0025634765625,0.0020751953125,-0.00042724609375
1333348,0.70361328125,0.0458984375,0.6982421875,-0.00244140625,0.001953125,-0.00018310546875
1333353,0.7158203125,0.05126953125,0.70263671875,-0.00238037109375,0.00164794921875,-0.00042724609375
1333357,0.70556640625,0.04541015625,0.69140625,-0.00244140625,0.00213623046875,-0.0003662109375
1333362,0.70751953125,0.04345703125,0.6982421875,-0.002685546875,0.00152587890625,-0.00030517578125
