"DataStream_x","DataStream_y"
1128,17.9475,
1129,16.6805,
1130,14.7134,
1131,18.706,
1132,14.5789,
1133,15.6881,
1134,13.3671,
1135,16.3436,
1136,16.4143,
1137,16.5442,
1138,19.262,
1139,15.5038,
1140,19.157,
1141,19.6127,
1142,16.3001,
1143,16.3869,
1144,18.1093,
1145,15.0081,
1146,16.2416,
1147,14.4713,
1148,18.1548,
1149,14.0987,
1150,16.5607,
1151,22.0888,
1152,17.1237,
1153,16.2361,
1154,18.5721,
1155,15.9889,
1156,15.6221,
1157,17.5021,
1158,15.7191,
1159,15.5014,
1160,19.4999,
1161,15.9072,
1162,15.0082,
1163,16.448,
1164,20.9934,
1165,15.7661,
1166,17.0791,
1167,19.4806,
1168,17.3946,
1169,19.5926,
1170,17.5896,
1171,15.3183,
1172,18.2201,
1173,16.3511,
1174,15.9175,
1175,18.4853,
1176,16.0773,
1177,16.4652,
1178,19.5976,
1179,19.245,
1180,16.1625,
1181,18.7362,
1182,15.0742,
1183,16.9733,
1184,17.416,
1185,16.5195,
1186,15.8719,
1187,18.276,
1188,17.206,
1189,18.0634,
1190,23.0471,
1191,16.1277,
1192,16.6739,
1193,17.8693,
1194,16.194,
1195,16.9517,
1196,17.3125,
1197,21.5518,
1198,17.2862,
1199,21.0662,
1200,18.655,
1201,15.0704,
1202,24.956,
1203,15.6031,
1204,15.685,
1205,16.4832,
1206,14.8404,
1207,14.1992,
1208,16.7558,
1209,14.8599,
1210,14.585,
1211,15.645,
1212,15.4358,
1213,18.5107,
1214,15.5336,
1215,17.0188,
1216,16.204,
1217,20.1974,
1218,16.0368,
1219,17.7147,
1220,15.4311,
1221,15.0059,
1222,14.7673,
1223,17.5658,
1224,15.3117,
1225,14.0745,
1226,20.8906,
1227,15.1352,
1228,17.4613,
1229,19.2085,
1230,16.0059,
1231,16.0183,
1232,18.2432,
1233,15.7429,
1234,17.4882,
1235,18.1491,
1236,16.2026,
1237,15.8308,
1238,16.9172,
1239,18.0988,
1240,16.3634,
1241,16.8072,
1242,18.4731,
