"DataStream_x","DataStream_y"
605,11.1475,
606,15.9063,
607,11.5394,
608,10.4811,
609,9.8052,
610,10.5519,
611,10.8537,
612,12.9473,
613,11.0187,
614,11.009,
615,10.1524,
616,10.9702,
617,10.4158,
618,12.2236,
619,13.6928,
620,12.1815,
621,11.6912,
622,10.7577,
623,14.4049,
624,11.8725,
625,10.9848,
626,13.9658,
627,13.1054,
628,10.592,
629,10.4217,
630,11.8092,
631,13.3476,
632,10.5402,
633,10.994,
634,11.798,
635,13.9768,
636,10.5478,
637,11.0029,
638,10.9933,
639,12.3676,
640,11.9582,
641,11.8073,
642,11.5635,
643,14.7557,
644,12.6833,
645,12.3651,
646,15.2503,
647,13.3279,
648,10.8893,
649,12.3025,
650,14.2016,
651,12.4359,
652,11.2198,
653,11.0208,
654,11.2541,
655,13.0447,
656,11.4924,
657,10.83,
658,10.2981,
659,14.5407,
660,11.5319,
661,13.7534,
662,11.8983,
663,15.6223,
664,12.4587,
665,12.2175,
666,12.8213,
667,15.6474,
668,12.4309,
669,11.0443,
670,13.4574,
671,11.55,
672,11.1514,
673,11.0313,
674,13.4986,
675,10.431,
676,10.7594,
677,10.5292,
678,11.6891,
679,13.5561,
680,10.8559,
681,10.8849,
682,11.107,
683,13.5881,
684,10.9974,
685,11.594,
686,12.0883,
687,16.502,
688,12.1857,
689,11.7173,
690,18.1087,
691,13.484,
692,11.2695,
693,11.6242,
694,13.3085,
695,11.3307,
696,11.9654,
697,11.3904,
698,14.6825,
699,11.568,
700,12.0933,
701,13.7047,
702,12.6272,
703,12.6773,
704,14.0164,
705,10.9449,
706,10.9251,
707,10.9864,
708,14.9566,
709,10.827,
710,11.1956,
711,11.0856,
712,14.1053,
713,10.9732,
714,11.5241,
715,11.8858,
716,14.3249,
717,11.3062,
718,11.4492,
719,11.7561,
720,13.5626,
721,11.6856,
722,11.1657,
723,10.9191,
724,14.2016,
725,11.3552,
726,10.9728,
727,10.9056,
728,13.8981,
729,11.4332,
730,10.7808,
731,12.0454,
732,14.756,
733,12.0102,
734,11.2418,
735,11.732,
736,11.9519,
737,14.5584,
738,12.9657,
739,12.5601,
740,15.2751,
741,11.8637,
742,13.4435,
743,11.3842,
744,14.4477,
745,11.5611,
746,11.9864,
747,11.3415,
748,15.2074,
749,11.6699,
750,11.6225,
751,11.9672,
752,14.616,
753,12.1646,
754,11.9328,
755,10.9272,
756,11.8944,
757,15.8704,
758,11.746,
759,10.9406,
760,11.7963,
761,11.3574,
762,13.1848,
763,11.1936,
764,12.1587,
765,12.0936,
766,14.3443,
767,11.7696,
768,11.8909,
769,15.4001,
770,14.7326,
771,12.5805,
772,11.9212,
773,16.5479,
774,12.0005,
775,12.3705,
776,11.758,
777,12.3509,
778,14.3436,
779,12.9338,
780,12.9364,
781,17.5656,
782,19.7236,
783,13.8231,
784,12.6795,
785,13.9838,
786,17.1986,
787,13.9579,
788,14.046,
789,17.1603,
790,13.5956,
791,12.1076,
792,12.9274,
793,12.8893,
794,13.1007,
795,17.2535,
796,13.1742,
797,12.4935,
798,16.6843,
799,14.7171,
800,13.4218,
801,13.0596,
802,15.6183,
803,12.7222,
804,12.8437,
805,15.2536,
806,13.606,
807,12.8312,
808,14.2468,
809,16.4269,
810,12.5802,
811,13.8301,
812,17.7048,
813,13.667,
814,13.1986,
815,16.5134,
816,14.8454,
817,13.619,
818,15.0377,
819,14.9985,
820,13.4972,
821,13.651,
822,13.1733,
823,13.7727,
824,13.588,
825,13.9149,
826,13.7254,
827,20.1822,
828,14.6585,
829,15.5378,
830,15.9576,
831,12.8003,
832,13.2139,
833,13.1502,
834,15.5291,
835,13.4539,
836,13.1568,
837,14.726,
838,13.3006,
839,13.1215,
840,15.6625,
841,16.8966,
842,14.8691,
843,14.0545,
844,14.8998,
845,13.2517,
846,15.9285,
847,13.1845,
848,12.7759,
849,16.3019,
850,14.1657,
851,16.2793,
852,17.8088,
853,13.6418,
854,13.543,
855,14.4485,
856,16.5861,
857,13.909,
858,12.9329,
859,13.257,
860,15.8488,
861,13.0329,
862,13.2101,
863,15.7448,
864,12.573,
865,13.9727,
